y,d,s,c,g,e1n,e1r,e2n,e2r,e3n,e3r,e4n,e4r,e5n,e5r,m1n,m1r,m2n,m2r,m3n,m3r,m4n,m4r,m5n,m5r,s1n,s1r,s2n,s2r,s3n,s3r,s4n,s4r,s5n,s5r,sc1n,sc1r,sc2n,sc2r,sc3n,sc3r,sc4n,sc4r,sc5n,sc5r,epn,epr,spn,spr,mpn,mpr,scpn,scpr
1819,58,0261,English Language Learners,Subgroups,25,23.4,36,33.6,31,29,12,11.2,3,2.8,20,18.7,25,23.4,36,33.6,18,16.8,8,7.5,*,*,*,*,*,*,*,*,*,*,11,45.8,7,29.2,6,25,0,0,0,0,46,43,*,*,62,57.9,6,25
1819,58,0271,English Language Learners,Subgroups,2,4.3,12,25.5,17,36.2,11,23.4,5,10.6,6,12.5,7,14.6,13,27.1,12,25,10,20.8,*,*,*,*,*,*,*,*,*,*,2,11.8,4,23.5,6,35.3,3,17.6,2,11.8,33,70.2,*,*,35,72.9,11,64.7
1819,58,0291,English Language Learners,Subgroups,17,26.6,30,46.9,13,20.3,3,4.7,1,1.6,19,30.2,17,27,16,25.4,10,15.9,1,1.6,*,*,*,*,*,*,*,*,*,*,8,36.4,9,40.9,5,22.7,0,0,0,0,17,26.6,*,*,27,42.9,5,22.7
1819,58,0293,English Language Learners,Subgroups,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1819,58,0301,English Language Learners,Subgroups,2,4.2,9,18.8,17,35.4,18,37.5,2,4.2,1,2.1,4,8.5,12,25.5,24,51.1,6,12.8,*,*,*,*,*,*,*,*,*,*,1,5.9,6,35.3,6,35.3,1,5.9,3,17.6,37,77.1,*,*,42,89.4,10,58.8
1819,58,0381,English Language Learners,Subgroups,6,30,5,25,5,25,3,15,1,5,6,30,4,20,5,25,2,10,3,15,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,9,45,*,*,10,50,*,*
1819,58,0451,English Language Learners,Subgroups,8,30.8,8,30.8,5,19.2,4,15.4,1,3.8,3,11.5,1,3.8,11,42.3,8,30.8,3,11.5,1,9.1,2,18.2,3,27.3,2,18.2,3,27.3,2,18.2,6,54.5,0,0,1,9.1,2,18.2,10,38.5,8,72.7,22,84.6,3,27.3
1819,58,0461,English Language Learners,Subgroups,8,20.5,18,46.2,4,10.3,6,15.4,3,7.7,8,20.5,10,25.6,10,25.6,7,17.9,4,10.3,*,*,*,*,*,*,*,*,*,*,5,31.3,5,31.3,2,12.5,3,18.8,1,6.3,13,33.3,*,*,21,53.8,6,37.5
1819,58,0471,English Language Learners,Subgroups,3,23.1,4,30.8,4,30.8,1,7.7,1,7.7,1,7.7,1,7.7,6,46.2,4,30.8,1,7.7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,46.2,*,*,11,84.6,*,*
1819,58,0491,English Language Learners,Subgroups,5,23.8,7,33.3,3,14.3,5,23.8,1,4.8,2,9.5,4,19,10,47.6,3,14.3,2,9.5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,9,42.9,*,*,15,71.4,*,*
1819,58,0501,English Language Learners,Subgroups,12,35.3,8,23.5,10,29.4,4,11.8,0,0,16,47.1,9,26.5,6,17.6,3,8.8,0,0,*,*,*,*,*,*,*,*,*,*,4,40,4,40,2,20,0,0,0,0,14,41.2,*,*,9,26.5,2,20
1819,58,1211,English Language Learners,Subgroups,7,19.4,12,33.3,10,27.8,4,11.1,3,8.3,6,16.7,6,16.7,6,16.7,13,36.1,5,13.9,*,*,*,*,*,*,*,*,*,*,1,9.1,6,54.5,1,9.1,1,9.1,2,18.2,17,47.2,*,*,24,66.7,4,36.4
1819,58,1231,English Language Learners,Subgroups,1,3.2,12,38.7,8,25.8,8,25.8,2,6.5,4,12.9,6,19.4,7,22.6,10,32.3,4,12.9,*,*,*,*,*,*,*,*,*,*,2,18.2,3,27.3,4,36.4,1,9.1,1,9.1,18,58.1,*,*,21,67.7,6,54.5
1819,58,1241,English Language Learners,Subgroups,9,24.3,9,24.3,12,32.4,7,18.9,0,0,11,29.7,6,16.2,11,29.7,8,21.6,1,2.7,*,*,*,*,*,*,*,*,*,*,6,42.9,5,35.7,1,7.1,1,7.1,1,7.1,19,51.4,*,*,20,54.1,3,21.4
1819,58,1251,English Language Learners,Subgroups,21,48.8,14,32.6,6,14,2,4.7,0,0,21,52.5,6,15,7,17.5,5,12.5,1,2.5,5,33.3,2,13.3,5,33.3,3,20,0,0,4,17.4,10,43.5,8,34.8,1,4.3,0,0,8,18.6,8,53.3,13,32.5,9,39.1
1819,58,1261,English Language Learners,Subgroups,18,48.6,11,29.7,6,16.2,2,5.4,0,0,11,29.7,9,24.3,8,21.6,4,10.8,5,13.5,2,20,4,40,4,40,0,0,0,0,4,40,3,30,3,30,0,0,0,0,8,21.6,4,40,17,45.9,3,30
1819,58,1271,English Language Learners,Subgroups,4,11.4,8,22.9,12,34.3,8,22.9,3,8.6,9,25.7,2,5.7,9,25.7,8,22.9,7,20,*,*,*,*,*,*,*,*,*,*,1,10,3,30,6,60,0,0,0,0,23,65.7,*,*,24,68.6,6,60
1819,58,1282,English Language Learners,Subgroups,0,0,5,35.7,1,7.1,7,50,1,7.1,0,0,1,7.1,3,21.4,7,50,3,21.4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,9,64.3,*,*,13,92.9,*,*
1819,58,1291,English Language Learners,Subgroups,17,45.9,13,35.1,5,13.5,2,5.4,0,0,14,37.8,9,24.3,8,21.6,4,10.8,2,5.4,2,18.2,1,9.1,3,27.3,4,36.4,1,9.1,5,45.5,4,36.4,1,9.1,0,0,1,9.1,7,18.9,8,72.7,14,37.8,2,18.2
1819,58,1341,English Language Learners,Subgroups,3,10.3,7,24.1,11,37.9,5,17.2,3,10.3,3,10.3,5,17.2,8,27.6,6,20.7,7,24.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,19,65.5,*,*,21,72.4,*,*
1819,58,1391,English Language Learners,Subgroups,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1819,58,0000,Economically Disadvantaged,Subgroups,2268,18.9,3133,26,3238,26.9,2446,20.3,945,7.9,2266,19.9,2100,18.4,3309,29,2358,20.7,1382,12.1,193,8.4,367,15.9,632,27.4,529,22.9,588,25.5,639,14.7,1233,28.3,1391,31.9,580,13.3,514,11.8,6629,55.1,1749,75.7,7049,61.8,2485,57
1819,58,0012,Economically Disadvantaged,Subgroups,33,14.2,64,27.5,86,36.9,36,15.5,14,6,41,17.7,44,19,60,25.9,51,22,36,15.5,*,*,*,*,*,*,*,*,*,*,13,18.3,27,38,20,28.2,6,8.5,5,7,136,58.4,*,*,147,63.4,31,43.7
1819,58,0021,Economically Disadvantaged,Subgroups,0,0,1,0.6,16,9.5,60,35.7,91,54.2,0,0,0,0,1,0.7,27,18.9,115,80.4,0,0,0,0,1,2.9,4,11.4,30,85.7,0,0,1,1.7,10,17.2,16,27.6,31,53.4,167,99.4,35,100,143,100,57,98.3
1819,58,0031,Economically Disadvantaged,Subgroups,50,15.7,70,21.9,86,27,72,22.6,41,12.9,40,12.6,50,15.8,64,20.2,86,27.1,77,24.3,3,3.4,8,9,20,22.5,21,23.6,37,41.6,9,9.3,33,34,24,24.7,17,17.5,14,14.4,199,62.4,78,87.6,227,71.6,55,56.7
1819,58,0051,Economically Disadvantaged,Subgroups,106,25.3,118,28.2,79,18.9,80,19.1,36,8.6,129,37,69,19.8,106,30.4,28,8,17,4.9,23,12,34,17.7,57,29.7,41,21.4,37,19.3,31,16.3,40,21.1,74,38.9,20,10.5,25,13.2,195,46.5,135,70.3,151,43.3,119,62.6
1819,58,0071,Economically Disadvantaged,Subgroups,11,9.2,29,24.4,47,39.5,27,22.7,5,4.2,19,15.8,31,25.8,33,27.5,27,22.5,10,8.3,*,*,*,*,*,*,*,*,*,*,4,9.8,15,36.6,14,34.1,6,14.6,2,4.9,79,66.4,*,*,70,58.3,22,53.7
1819,58,0074,Economically Disadvantaged,Subgroups,94,20.6,138,30.3,108,23.7,94,20.6,22,4.8,92,21.1,96,22,138,31.6,72,16.5,39,8.9,10,6.5,33,21.4,42,27.3,39,25.3,30,19.5,22,12.4,72,40.4,60,33.7,14,7.9,10,5.6,224,49.1,111,72.1,249,57,84,47.2
1819,58,0081,Economically Disadvantaged,Subgroups,45,22.4,75,37.3,47,23.4,28,13.9,6,3,67,33.3,63,31.3,47,23.4,24,11.9,0,0,0,0,7,21.9,9,28.1,9,28.1,7,21.9,23,33.3,26,37.7,14,20.3,6,8.7,0,0,81,40.3,25,78.1,71,35.3,20,29
1819,58,0083,Economically Disadvantaged,Subgroups,34,11.3,75,24.9,84,27.9,75,24.9,33,11,21,7,55,18.3,110,36.7,73,24.3,41,13.7,1,1,10,9.7,26,25.2,27,26.2,39,37.9,10,9.7,29,28.2,31,30.1,16,15.5,17,16.5,192,63.8,92,89.3,224,74.7,64,62.1
1819,58,0084,Economically Disadvantaged,Subgroups,178,30.9,167,29,123,21.4,85,14.8,23,4,120,21.1,110,19.4,174,30.6,120,21.1,44,7.7,28,15.2,45,24.5,39,21.2,29,15.8,43,23.4,55,29.9,67,36.4,37,20.1,18,9.8,7,3.8,231,40.1,111,60.3,338,59.5,62,33.7
1819,58,0085,Economically Disadvantaged,Subgroups,98,25.8,113,29.7,89,23.4,65,17.1,15,3.9,101,37.8,69,25.8,85,31.8,11,4.1,1,0.4,7,9.1,13,16.9,32,41.6,11,14.3,14,18.2,12,6.2,65,33.3,86,44.1,19,9.7,13,6.7,169,44.5,57,74,97,36.3,118,60.5
1819,58,0090,Economically Disadvantaged,Subgroups,22,15,37,25.2,48,32.7,29,19.7,11,7.5,31,21.2,29,19.9,48,32.9,26,17.8,12,8.2,1,5.3,3,15.8,6,31.6,5,26.3,4,21.1,7,14.9,18,38.3,18,38.3,4,8.5,0,0,88,59.9,15,78.9,86,58.9,22,46.8
1819,58,0100,Economically Disadvantaged,Subgroups,12,9.8,37,30.1,29,23.6,31,25.2,14,11.4,17,13.8,26,21.1,43,35,29,23.6,8,6.5,*,*,*,*,*,*,*,*,*,*,0,0,7,26.9,13,50,5,19.2,1,3.8,74,60.2,*,*,80,65,19,73.1
1819,58,0101,Economically Disadvantaged,Subgroups,39,19,46,22.4,64,31.2,48,23.4,8,3.9,38,18.5,38,18.5,59,28.8,49,23.9,21,10.2,*,*,*,*,*,*,*,*,*,*,10,16.1,7,11.3,26,41.9,11,17.7,8,12.9,120,58.5,*,*,129,62.9,45,72.6
1819,58,0102,Economically Disadvantaged,Subgroups,14,16.9,17,20.5,24,28.9,23,27.7,5,6,9,10.8,10,12,19,22.9,34,41,11,13.3,1,3.7,1,3.7,5,18.5,7,25.9,13,48.1,6,17.6,13,38.2,6,17.6,6,17.6,3,8.8,52,62.7,25,92.6,64,77.1,15,44.1
1819,58,0103,Economically Disadvantaged,Subgroups,50,14.8,86,25.5,106,31.5,71,21.1,24,7.1,66,19.5,72,21.3,96,28.4,60,17.8,44,13,9,14.5,8,12.9,22,35.5,15,24.2,8,12.9,12,9.5,34,27,51,40.5,20,15.9,9,7.1,201,59.6,45,72.6,200,59.2,80,63.5
1819,58,0106,Economically Disadvantaged,Subgroups,7,21.9,9,28.1,11,34.4,3,9.4,2,6.3,4,12.5,4,12.5,10,31.3,8,25,6,18.8,*,*,*,*,*,*,*,*,*,*,1,8.3,6,50,3,25,1,8.3,1,8.3,16,50,*,*,24,75,5,41.7
1819,58,0110,Economically Disadvantaged,Subgroups,3,15.8,2,10.5,9,47.4,4,21.1,1,5.3,4,21.1,1,5.3,8,42.1,5,26.3,1,5.3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,14,73.7,*,*,14,73.7,*,*
1819,58,0111,Economically Disadvantaged,Subgroups,80,18.3,106,24.3,134,30.7,89,20.4,28,6.4,46,10.6,74,17.1,126,29.1,126,29.1,61,14.1,7,4.7,18,12.2,25,16.9,34,23,64,43.2,10,6.4,42,26.9,56,35.9,35,22.4,13,8.3,251,57.4,123,83.1,313,72.3,104,66.7
1819,58,0113,Economically Disadvantaged,Subgroups,13,18.8,20,29,12,17.4,20,29,4,5.8,9,13,15,21.7,23,33.3,13,18.8,9,13,0,0,2,18.2,4,36.4,3,27.3,2,18.2,7,35,5,25,6,30,1,5,1,5,36,52.2,9,81.8,45,65.2,8,40
1819,58,0117,Economically Disadvantaged,Subgroups,10,18.2,14,25.5,18,32.7,12,21.8,1,1.8,14,25,10,17.9,16,28.6,12,21.4,4,7.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,31,56.4,*,*,32,57.1,*,*
1819,58,0121,Economically Disadvantaged,Subgroups,20,15,26,19.5,46,34.6,31,23.3,10,7.5,19,14.4,15,11.4,40,30.3,37,28,21,15.9,*,*,*,*,*,*,*,*,*,*,8,20,9,22.5,11,27.5,5,12.5,7,17.5,87,65.4,*,*,98,74.2,23,57.5
1819,58,0131,Economically Disadvantaged,Subgroups,21,10.6,49,24.7,70,35.4,49,24.7,9,4.5,25,12.7,27,13.7,61,31,62,31.5,22,11.2,*,*,*,*,*,*,*,*,*,*,8,12.1,13,19.7,25,37.9,9,13.6,11,16.7,128,64.6,*,*,145,73.6,45,68.2
1819,58,0141,Economically Disadvantaged,Subgroups,92,23.6,109,27.9,98,25.1,63,16.2,28,7.2,70,18,76,19.5,112,28.8,93,23.9,38,9.8,8,7,16,14,38,33.3,25,21.9,27,23.7,21,18.4,31,27.2,34,29.8,18,15.8,10,8.8,189,48.5,90,78.9,243,62.5,62,54.4
1819,58,0171,Economically Disadvantaged,Subgroups,17,10.4,37,22.7,57,35,37,22.7,15,9.2,11,6.8,25,15.4,60,37,36,22.2,30,18.5,*,*,*,*,*,*,*,*,*,*,7,13.2,16,30.2,21,39.6,4,7.5,5,9.4,109,66.9,*,*,126,77.8,30,56.6
1819,58,0181,Economically Disadvantaged,Subgroups,106,24.1,107,24.4,97,22.1,82,18.7,47,10.7,89,29.3,44,14.5,103,33.9,36,11.8,32,10.5,15,10.9,31,22.6,43,31.4,31,22.6,17,12.4,21,8.5,66,26.6,94,37.9,20,8.1,47,19,226,51.5,91,66.4,171,56.3,161,64.9
1819,58,0191,Economically Disadvantaged,Subgroups,7,7.4,14,14.9,38,40.4,26,27.7,9,9.6,7,7.4,8,8.5,38,40.4,26,27.7,15,16,*,*,*,*,*,*,*,*,*,*,4,16.7,7,29.2,4,16.7,6,25,3,12.5,73,77.7,*,*,79,84,13,54.2
1819,58,0201,Economically Disadvantaged,Subgroups,73,23.2,99,31.5,78,24.8,51,16.2,13,4.1,82,26.4,69,22.2,85,27.3,57,18.3,18,5.8,*,*,*,*,*,*,*,*,*,*,21,22.3,29,30.9,19,20.2,16,17,9,9.6,142,45.2,*,*,160,51.4,44,46.8
1819,58,0211,Economically Disadvantaged,Subgroups,4,4.8,24,28.9,26,31.3,20,24.1,9,10.8,3,3.7,17,21,17,21,25,30.9,19,23.5,*,*,*,*,*,*,*,*,*,*,1,2.6,7,17.9,16,41,10,25.6,5,12.8,55,66.3,*,*,61,75.3,31,79.5
1819,58,0221,Economically Disadvantaged,Subgroups,60,17,97,27.5,90,25.5,81,22.9,25,7.1,64,22.1,47,16.2,119,41,44,15.2,16,5.5,5,4.5,14,12.6,33,29.7,25,22.5,34,30.6,2,1.2,43,25.1,71,41.5,24,14,31,18.1,196,55.5,92,82.9,179,61.7,126,73.7
1819,58,0261,Economically Disadvantaged,Subgroups,56,22.1,70,27.7,72,28.5,44,17.4,11,4.3,52,20.6,52,20.6,70,27.8,49,19.4,29,11.5,*,*,*,*,*,*,*,*,*,*,25,31.6,22,27.8,22,27.8,4,5.1,6,7.6,127,50.2,*,*,148,58.7,32,40.5
1819,58,0271,Economically Disadvantaged,Subgroups,21,12.2,37,21.5,65,37.8,30,17.4,19,11,27,15.5,36,20.7,50,28.7,31,17.8,30,17.2,*,*,*,*,*,*,*,*,*,*,9,15.8,13,22.8,15,26.3,13,22.8,7,12.3,114,66.3,*,*,111,63.8,35,61.4
1819,58,0291,Economically Disadvantaged,Subgroups,49,27.1,62,34.3,38,21,26,14.4,6,3.3,65,36.1,35,19.4,41,22.8,31,17.2,8,4.4,*,*,*,*,*,*,*,*,*,*,21,35,18,30,8,13.3,8,13.3,5,8.3,70,38.7,*,*,80,44.4,21,35
1819,58,0293,Economically Disadvantaged,Subgroups,30,35.7,30,35.7,14,16.7,10,11.9,0,0,35,45.5,18,23.4,20,26,3,3.9,1,1.3,2,16.7,3,25,6,50,1,8.3,0,0,7,24.1,12,41.4,8,27.6,2,6.9,0,0,24,28.6,7,58.3,24,31.2,10,34.5
1819,58,0301,Economically Disadvantaged,Subgroups,12,9.7,22,17.7,38,30.6,33,26.6,19,15.3,6,4.8,11,8.9,39,31.5,45,36.3,23,18.5,*,*,*,*,*,*,*,*,*,*,5,10.2,12,24.5,14,28.6,12,24.5,6,12.2,90,72.6,*,*,107,86.3,32,65.3
1819,58,0381,Economically Disadvantaged,Subgroups,26,15.9,50,30.5,52,31.7,27,16.5,9,5.5,36,22.1,40,24.5,40,24.5,33,20.2,14,8.6,*,*,*,*,*,*,*,*,*,*,14,25.9,19,35.2,13,24.1,5,9.3,3,5.6,88,53.7,*,*,87,53.4,21,38.9
1819,58,0451,Economically Disadvantaged,Subgroups,69,24.1,80,28,77,26.9,43,15,17,5.9,43,15,62,21.7,73,25.5,61,21.3,47,16.4,10,9.4,14,13.2,24,22.6,31,29.2,27,25.5,18,17,34,32.1,30,28.3,15,14.2,9,8.5,137,47.9,82,77.4,181,63.3,54,50.9
1819,58,0461,Economically Disadvantaged,Subgroups,42,15.8,84,31.6,70,26.3,54,20.3,16,6,56,21.1,51,19.2,73,27.4,58,21.8,28,10.5,*,*,*,*,*,*,*,*,*,*,17,16.3,23,22.1,36,34.6,16,15.4,12,11.5,140,52.6,*,*,159,59.8,64,61.5
1819,58,0471,Economically Disadvantaged,Subgroups,11,11.8,24,25.8,27,29,19,20.4,12,12.9,4,4.3,15,16.1,26,28,22,23.7,26,28,*,*,*,*,*,*,*,*,*,*,5,15.6,6,18.8,11,34.4,4,12.5,6,18.8,58,62.4,*,*,74,79.6,21,65.6
1819,58,0491,Economically Disadvantaged,Subgroups,14,10.1,29,20.9,44,31.7,32,23,20,14.4,21,15.1,22,15.8,40,28.8,33,23.7,23,16.5,*,*,*,*,*,*,*,*,*,*,3,7.3,13,31.7,14,34.1,4,9.8,7,17.1,96,69.1,*,*,96,69.1,25,61
1819,58,0501,Economically Disadvantaged,Subgroups,81,33.9,69,28.9,63,26.4,24,10,2,0.8,93,39.4,53,22.5,61,25.8,25,10.6,4,1.7,*,*,*,*,*,*,*,*,*,*,29,41.4,23,32.9,15,21.4,3,4.3,0,0,89,37.2,*,*,90,38.1,18,25.7
1819,58,1211,Economically Disadvantaged,Subgroups,49,16.3,69,23,79,26.3,75,25,28,9.3,43,14.2,50,16.6,71,23.5,84,27.8,54,17.9,2,4.7,0,0,17,39.5,9,20.9,15,34.9,13,14.6,35,39.3,23,25.8,10,11.2,8,9,182,60.7,41,95.3,209,69.2,41,46.1
1819,58,1231,Economically Disadvantaged,Subgroups,11,5.9,46,24.7,57,30.6,55,29.6,17,9.1,24,13,29,15.7,55,29.7,55,29.7,22,11.9,*,*,*,*,*,*,*,*,*,*,7,13.5,17,32.7,16,30.8,8,15.4,4,7.7,129,69.4,*,*,132,71.4,28,53.8
1819,58,1241,Economically Disadvantaged,Subgroups,25,11,56,24.6,76,33.3,53,23.2,18,7.9,32,13.9,30,13,72,31.3,69,30,27,11.7,*,*,*,*,*,*,*,*,*,*,12,13.3,22,24.4,28,31.1,16,17.8,12,13.3,147,64.5,*,*,168,73,56,62.2
1819,58,1251,Economically Disadvantaged,Subgroups,133,20.8,174,27.2,131,20.5,138,21.6,64,10,174,33.7,80,15.5,173,33.5,57,11,33,6.4,35,13.5,49,18.9,82,31.7,58,22.4,35,13.5,30,9.9,70,23.2,121,40.1,33,10.9,48,15.9,333,52,175,67.6,263,50.9,202,66.9
1819,58,1261,Economically Disadvantaged,Subgroups,123,23.2,123,23.2,146,27.5,105,19.8,34,6.4,101,19.1,102,19.2,151,28.5,109,20.6,67,12.6,13,7.9,29,17.7,49,29.9,42,25.6,31,18.9,31,18,49,28.5,54,31.4,22,12.8,16,9.3,285,53.7,122,74.4,327,61.7,92,53.5
1819,58,1271,Economically Disadvantaged,Subgroups,17,9.3,44,24.2,56,30.8,48,26.4,17,9.3,25,13.8,26,14.4,46,25.4,52,28.7,32,17.7,*,*,*,*,*,*,*,*,*,*,5,8.9,10,17.9,17,30.4,16,28.6,8,14.3,121,66.5,*,*,130,71.8,41,73.2
1819,58,1282,Economically Disadvantaged,Subgroups,7,8.3,20,23.8,29,34.5,23,27.4,5,6,11,12.9,12,14.1,35,41.2,20,23.5,7,8.2,*,*,*,*,*,*,*,*,*,*,7,21.9,10,31.3,9,28.1,3,9.4,3,9.4,57,67.9,*,*,62,72.9,15,46.9
1819,58,1291,Economically Disadvantaged,Subgroups,112,22.1,118,23.3,138,27.3,101,20,37,7.3,101,20,95,18.8,139,27.6,101,20,68,13.5,12,7.5,20,12.5,41,25.6,38,23.8,49,30.6,29,18,61,37.9,32,19.9,16,9.9,23,14.3,276,54.5,128,80,308,61.1,71,44.1
1819,58,1341,Economically Disadvantaged,Subgroups,32,11.9,82,30.6,81,30.2,51,19,22,8.2,29,11.1,47,17.9,67,25.6,72,27.5,47,17.9,*,*,*,*,*,*,*,*,*,*,13,12.6,27,26.2,39,37.9,14,13.6,10,9.7,154,57.5,*,*,186,71,63,61.2
1819,58,1391,Economically Disadvantaged,Subgroups,3,3,14,14,29,29,40,40,14,14,5,6.1,11,13.4,35,42.7,20,24.4,11,13.4,0,0,3,8.1,7,18.9,16,43.2,11,29.7,1,1.8,2,3.5,14,24.6,14,24.6,26,45.6,83,83,34,91.9,66,80.5,54,94.7
1819,58,0000,Black/African American,Race,587,29.8,561,28.5,484,24.6,276,14,63,3.2,579,31.3,417,22.5,513,27.7,251,13.6,90,4.9,46,11.9,90,23.3,124,32.1,62,16.1,64,16.6,173,24.1,254,35.4,202,28.1,66,9.2,23,3.2,823,41.8,250,64.8,854,46.2,291,40.5
1819,58,0012,Black/African American,Race,15,21.1,19,26.8,28,39.4,9,12.7,0,0,15,21.4,17,24.3,21,30,11,15.7,6,8.6,*,*,*,*,*,*,*,*,*,*,5,27.8,4,22.2,6,33.3,3,16.7,0,0,37,52.1,*,*,38,54.3,9,50
1819,58,0021,Black/African American,Race,0,0,0,0,0,0,6,46.2,7,53.8,0,0,0,0,1,10,1,10,8,80,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,13,100,*,*,10,100,*,*
1819,58,0031,Black/African American,Race,1,9.1,2,18.2,7,63.6,1,9.1,0,0,0,0,3,27.3,2,18.2,3,27.3,3,27.3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8,72.7,*,*,8,72.7,*,*
1819,58,0051,Black/African American,Race,21,34.4,17,27.9,11,18,10,16.4,2,3.3,24,45.3,16,30.2,12,22.6,1,1.9,0,0,7,25,3,10.7,10,35.7,6,21.4,2,7.1,6,24,7,28,10,40,1,4,1,4,23,37.7,18,64.3,13,24.5,12,48
1819,58,0071,Black/African American,Race,5,8.8,15,26.3,24,42.1,11,19.3,2,3.5,11,19.3,18,31.6,18,31.6,7,12.3,3,5.3,*,*,*,*,*,*,*,*,*,*,2,8.7,10,43.5,7,30.4,4,17.4,0,0,37,64.9,*,*,28,49.1,11,47.8
1819,58,0074,Black/African American,Race,8,26.7,11,36.7,8,26.7,2,6.7,1,3.3,11,37.9,7,24.1,10,34.5,1,3.4,0,0,0,0,4,36.4,2,18.2,3,27.3,2,18.2,3,20,7,46.7,5,33.3,0,0,0,0,11,36.7,7,63.6,11,37.9,5,33.3
1819,58,0081,Black/African American,Race,8,20.5,16,41,10,25.6,5,12.8,0,0,14,35.9,15,38.5,7,17.9,3,7.7,0,0,*,*,*,*,*,*,*,*,*,*,7,58.3,3,25,2,16.7,0,0,0,0,15,38.5,*,*,10,25.6,2,16.7
1819,58,0083,Black/African American,Race,7,12.7,18,32.7,17,30.9,10,18.2,3,5.5,4,7.4,15,27.8,22,40.7,10,18.5,3,5.6,1,5.9,2,11.8,4,23.5,3,17.6,7,41.2,1,5.9,9,52.9,4,23.5,2,11.8,1,5.9,30,54.5,14,82.4,35,64.8,7,41.2
1819,58,0084,Black/African American,Race,87,38.5,68,30.1,43,19,24,10.6,4,1.8,57,25.6,57,25.6,68,30.5,33,14.8,8,3.6,11,14.5,18,23.7,23,30.3,12,15.8,12,15.8,30,37,32,39.5,13,16,3,3.7,3,3.7,71,31.4,47,61.8,109,48.9,19,23.5
1819,58,0085,Black/African American,Race,48,32.2,57,38.3,28,18.8,14,9.4,2,1.3,50,46.3,24,22.2,32,29.6,1,0.9,1,0.9,2,6.3,7,21.9,15,46.9,2,6.3,6,18.8,7,8.4,37,44.6,34,41,2,2.4,3,3.6,44,29.5,23,71.9,34,31.5,39,47
1819,58,0090,Black/African American,Race,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1819,58,0100,Black/African American,Race,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1819,58,0101,Black/African American,Race,4,14.8,7,25.9,8,29.6,8,29.6,0,0,6,22.2,7,25.9,5,18.5,7,25.9,2,7.4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,16,59.3,*,*,14,51.9,*,*
1819,58,0102,Black/African American,Race,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1819,58,0103,Black/African American,Race,8,15.7,13,25.5,13,25.5,10,19.6,7,13.7,14,27.5,10,19.6,16,31.4,3,5.9,8,15.7,*,*,*,*,*,*,*,*,*,*,2,10.5,6,31.6,6,31.6,5,26.3,0,0,30,58.8,*,*,27,52.9,11,57.9
1819,58,0106,Black/African American,Race,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1819,58,0110,Black/African American,Race,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1819,58,0111,Black/African American,Race,16,23.5,19,27.9,22,32.4,11,16.2,0,0,12,18.2,17,25.8,26,39.4,10,15.2,1,1.5,0,0,2,10,7,35,5,25,6,30,1,4.8,8,38.1,7,33.3,4,19,1,4.8,33,48.5,18,90,37,56.1,12,57.1
1819,58,0113,Black/African American,Race,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
