District,School,prop
06,1421,0.1752738654147105
06,1451,0.1111111111111111
06,1461,0.14724919093851133
06,1611,0.16500994035785288
06,1621,0.0953058321479374
06,1631,0.19918144611186903
06,1641,0.2013986013986014
06,1661,0.13232217573221758
06,1671,0.09181969949916527
06,1681,0.14698162729658792
06,1701,0.15011547344110854
06,1711,0.12218122181221812
06,1741,0.12908878504672897
06,1751,0.11055900621118013
06,1752,0.8666666666666667
06,1761,0.3102766798418972
06,1781,0.18635170603674542
06,1791,0.1522516082916369
06,1811,0.216796875
06,1831,0.15384615384615385
06,1841,0.336283185840708
06,1851,0.1367419738406659
06,1871,0.11040339702760085
06,1881,0.15602836879432624
06,1891,0.18627450980392157
06,1901,0.1157196184155952
06,1931,0.12088850918410936
06,1951,0.16552901023890784
06,1971,0.18181818181818182
06,2001,0.19281045751633988
06,2011,0.15568862275449102
06,2021,0.14152298850574713
06,2041,0.12325285895806862
06,2052,0.1435546875
06,2071,0.26846846846846845
06,2121,0.17454954954954954
06,2123,0.3411764705882353
06,2221,0.13798219584569732
06,2231,0.12993630573248408
06,2351,0.13262599469496023
06,2511,0.24617524339360222
06,2531,0.25675675675675674
06,2541,0.17313432835820897
06,2551,0.2453102453102453
06,2561,0.15324675324675324
06,2571,0.142570281124498
06,2611,0.16186252771618626
06,2621,0.21389645776566757
06,2631,0.1994459833795014
06,2641,0.10538373424971363
06,2661,0.18497913769123783
06,2671,0.2059748427672956
06,2681,0.0752405949256343
06,2691,0.20754716981132076
06,2711,0.162227602905569
06,2721,0.20410490307867732
06,2741,0.24833110814419226
06,2751,0.1145799806887673
06,2801,0.16644295302013423
06,2811,0.20812182741116753
06,2831,0.11908983451536644
06,2851,0.3349358974358974
06,2861,0.23933209647495363
06,2871,0.14691943127962084
06,2881,0.14962593516209477
06,2891,0.11973807296538821
06,2942,0.14980544747081712
06,2961,0.17097170971709716
06,2971,0.18142857142857144
06,2981,0.19371196754563894
06,3001,0.1518418688230009
06,3011,0.09445958219800181
06,3031,0.1480978260869565
06,3041,0.21052631578947367
06,3051,0.16248153618906944
06,3061,0.20516962843295639
06,3081,0.18357487922705315
06,3091,0.10652353426919901
06,3101,0.13217213114754098
06,3111,0.15807962529274006
06,3121,0.11322314049586776
06,3131,0.21187427240977882
06,3151,0.13188854489164087
06,3171,0.22587064676616916
06,3181,0.13547486033519554
06,3191,0.13123993558776167
06,3221,0.14068441064638784
06,3222,1.0
06,3291,0.15473441108545036
06,3301,0.21614583333333334
06,3311,0.19701986754966888
06,3321,0.12719298245614036
06,3331,0.17927743694614862
06,3371,0.2324455205811138
06,3391,0.09845176657403731
06,3401,0.16263310745401743
06,3431,0.15557404326123128
06,3441,0.19019836639439908
06,3461,0.11024182076813656
06,3471,0.16221662468513853
06,3481,0.16253002401921537
06,3491,0.17398119122257052
06,3531,0.20860927152317882
06,3541,0.13098649201801063
06,3571,0.21920289855072464
06,3581,0.2840909090909091
06,3591,0.16334661354581673
06,3622,0.07742496737712048
06,3623,0.06712528663748175
06,3631,0.2154377880184332
06,3642,0.13560606060606062
06,3651,0.12855007473841554
06,3661,0.20666666666666667
06,3701,0.13846153846153847
06,3731,0.1176218990590248
06,3741,0.1632928475033738
06,3751,0.18985507246376812
06,3761,0.13366834170854272
06,3771,0.1562198649951784
06,3781,0.1500815660685155
06,3821,0.17795753286147623
06,3841,0.10844370860927152
06,3851,0.022675736961451247
06,3861,0.13039934800325997
06,3871,0.09977703455964325
06,3911,0.1567476948868399
06,3961,0.06766256590509666
06,3962,0.12551440329218108
06,3971,0.11372110365398956
06,4772,0.12202562538133008
06,5002,0.11920529801324503
06,5003,0.07180851063829788
06,5004,0.09349593495934959
06,5006,0.06923076923076923
06,5007,0.06315789473684211
06,5009,0.09271523178807947
06,5010,0.08806404657933042
06,5012,0.04454022988505747
06,5014,0.11258278145695365
06,5015,0.05412156536219817
06,5020,0.0682571239231279
06,5021,0.06513409961685823
06,5023,0.08333333333333333
06,5024,0.09665871121718377
06,5028,0.16111111111111112
06,5030,0.07494145199063232
06,5031,0.0924092409240924
06,5037,0.061377245508982034
06,5038,0.053125
06,5041,0.05841325196163906
06,5044,0.11538461538461539
06,5046,0.0824891461649783
06,5048,0.05606166783461808
06,5049,0.058381984987489574
06,5051,0.10005211047420531
06,5052,0.07103825136612021
06,5060,0.12534059945504086
06,5081,0.08408408408408409
06,5091,0.11959134615384616
06,5111,0.060767590618336885
06,5116,0.05211726384364821
06,5121,0.07903454803596782
06,5141,0.06944444444444445
06,5142,0.08260325406758448
06,5151,0.08744394618834081
06,5161,0.08187134502923976
06,5164,0.08666666666666667
06,5171,0.09951845906902086
06,5177,0.05133928571428571
06,5182,0.08130081300813008
06,5209,0.19298245614035087
06,5211,0.08666666666666667
06,5219,0.1282051282051282
06,5221,0.06479690522243714
06,5224,0.13215859030837004
06,5233,0.1326530612244898
06,5234,0.0744336569579288
06,5238,0.05362776025236593
06,5263,0.03690036900369004
06,5271,0.03353658536585366
06,5325,0.05225225225225225
06,5355,0.05249343832020997
06,5361,0.03597122302158273
06,5362,0.051685393258426963
06,5371,0.07102272727272728
06,5381,0.18439716312056736
06,5388,0.08695652173913043
06,5392,0.07418397626112759
06,5393,0.06666666666666667
06,5400,0.14057507987220447
06,5405,0.052123552123552123
06,5406,0.0671462829736211
06,5407,0.07936507936507936
06,5410,0.09125475285171103
06,5413,0.08705882352941176
06,5420,0.038338658146964855
06,5422,0.04830053667262969
06,5441,0.05982905982905983
06,5481,0.14184397163120568
06,5710,0.060353798126951096
06,5791,0.0986159169550173
06,5861,0.22508038585209003
06,6501,0.16795366795366795
06,7004,0.05263157894736842
07,0021,0.16953316953316952
07,0051,0.21337579617834396
07,0091,0.22608695652173913
07,0101,0.18110236220472442
07,0131,0.24784853700516352
08,0021,0.14029850746268657
08,0031,0.1534473820632452
08,0041,0.27154471544715447
08,0042,1.0
08,0051,0.14193548387096774
08,0081,0.16216216216216217
08,0111,0.23247232472324722
08,0121,0.19846022241231823
08,0131,0.25181598062953997
08,0141,0.26474622770919065
08,0151,0.18928571428571428
08,0171,0.22151898734177214
08,0181,0.1890547263681592
08,0191,0.24705882352941178
08,0201,0.26287744227353466
08,0211,0.21376281112737922
08,0231,0.18435754189944134
08,0251,0.1476121562952243
08,0301,0.2903225806451613
08,0502,0.02956989247311828
08,0503,0.07058823529411765
09,0021,0.1099554234769688
09,0025,0.14121037463976946
09,0031,0.12178148921363953
09,0032,0.1411042944785276
09,0035,0.12484076433121019
09,0042,0.13157894736842105
09,0061,0.13110539845758354
09,0071,0.18362282878411912
09,0083,0.14035087719298245
09,0102,0.15384615384615385
09,0121,0.1092436974789916
09,0161,0.10794044665012408
09,0162,0.11772315653298836
09,0163,0.10838946723821188
09,0171,0.13624338624338625
09,0181,0.1563380281690141
09,0191,0.1083969465648855
09,0201,0.9916666666666667
09,0211,0.13308457711442787
09,0321,0.10909090909090909
09,8001,0.32926829268292684
10,0021,0.185473411154345
10,0071,0.2492753623188406
10,0111,0.4153846153846154
10,0113,0.2564102564102564
10,0201,0.1402061855670103
10,0232,0.1963927855711423
10,0241,0.32297297297297295
10,0252,0.15650030807147258
10,0261,0.2340764331210191
10,0271,0.22279792746113988
10,0301,0.288135593220339
10,0311,0.21862011637572734
10,0331,0.23062381852551986
10,0341,0.19714479945615226
10,0351,0.20023980815347722
10,0352,0.17517241379310344
10,0361,0.17254901960784313
10,0371,0.24076607387140903
10,0381,0.22700587084148727
10,0391,0.20149253731343283
10,0401,0.3327433628318584
10,0411,0.2922705314009662
10,0431,0.20369149637442321
10,0451,0.24909310761789602
10,0471,0.20354808590102708
10,0481,0.24165915238954014
10,0491,0.3266832917705736
10,0501,0.21784232365145229
10,0511,0.3392539964476021
10,0521,0.28343023255813954
10,0531,0.19850586979722518
10,0541,0.2840909090909091
10,0551,0.0878003696857671
10,0571,0.281947261663286
10,0591,0.24525547445255474
10,0601,0.25321100917431194
10,0611,0.12668463611859837
10,0621,0.24259789875835722
10,0631,0.2723463687150838
10,0641,0.1435523114355231
10,0651,0.22613065326633167
10,0661,0.1042319749216301
10,0663,0.12790697674418605
10,0664,0.13321799307958476
10,0667,0.125
10,7004,0.12025316455696203
11,0051,0.14772727272727273
11,0061,0.14573643410852713
11,0121,0.15045871559633028
11,0131,0.13394495412844037
11,0141,0.13953488372093023
11,0151,0.14913745130773512
11,0161,0.10109289617486339
11,0171,0.15625
11,0181,0.16666666666666666
11,0191,0.17904509283819628
11,0201,0.11482254697286012
11,0211,0.14257228315054835
11,0221,0.20865533230293662
11,0231,0.09652076318742986
11,0241,0.25598086124401914
11,0251,0.10576923076923077
11,0261,0.12385844748858447
11,0271,0.1252847380410023
11,0282,0.08040201005025126
11,0311,0.10480602200347423
11,0321,0.14142335766423358
11,0331,0.13636363636363635
11,0341,0.18325434439178515
11,0351,0.1273532668881506
11,0361,0.17501546072974644
11,0371,0.14772727272727273
11,0381,0.220949263502455
11,0391,0.09533678756476684
11,0392,0.0863674851820491
11,0401,0.10824313072439634
11,0421,0.17834394904458598
11,0422,0.16319824753559695
11,0431,0.13746630727762804
11,0441,0.17928902627511592
11,0442,0.17639902676399027
11,0451,0.106353591160221
11,0452,0.14855875831485588
11,0461,0.11694152923538231
11,0471,0.1644295302013423
11,0472,0.17062937062937064
11,0493,0.13597158802638254
11,0501,0.10273224043715846
11,0511,0.13651877133105803
11,0521,0.14004914004914004
11,0531,0.14086687306501547
11,0541,0.24222222222222223
11,0551,0.10121457489878542
11,0631,0.16865671641791044
11,9010,0.2682926829268293
11,9015,0.24107142857142858
11,9017,0.1694915254237288
11,9018,0.14588859416445624
11,9021,0.14522821576763487
11,9026,0.14864864864864866
11,9027,0.24858757062146894
11,9032,0.11160714285714286
11,9034,0.08948194662480377
11,9035,0.051224944320712694
11,9036,0.07933884297520662
11,9037,0.09565217391304348
12,0011,0.14256515074092999
12,0031,0.15180265654648956
12,0071,0.19631901840490798
12,0081,0.16134185303514376
12,0091,0.17849462365591398
12,0121,0.19692307692307692
12,0123,0.14776632302405499
12,0141,0.12316176470588236
12,0161,0.2550335570469799
12,0221,0.575
12,0241,0.15539858728557013
12,0261,0.1986863711001642
12,0271,0.1408083441981747
12,0291,0.16842105263157894
12,0402,0.06693711967545639
13,0041,0.08863025962399283
13,0070,0.09393346379647749
13,0071,0.06291997556505803
13,0072,0.043478260869565216
13,0073,0.11978021978021978
13,0081,0.11258278145695365
13,0091,0.10659272951324707
13,0092,0.053886504530281355
13,0100,0.03842869342442357
13,0101,0.2518518518518518
13,0102,0.06049149338374291
13,0111,0.13202247191011235
13,0121,0.2487864077669903
13,0122,0.087248322147651
13,0125,0.10842293906810035
13,0161,0.3805147058823529
13,0201,0.1144578313253012
13,0211,0.11
13,0231,0.07497656982193064
13,0241,0.06944444444444445
13,0251,0.10318471337579618
13,0261,0.07194244604316546
13,0271,0.3341232227488152
13,0311,0.19596541786743515
13,0312,0.026359143327841845
13,0321,0.1251700680272109
13,0332,0.02944507361268403
13,0339,0.10074626865671642
13,0341,0.054249547920433995
13,0342,0.03595206391478029
13,0361,0.23827392120075047
13,0400,0.052805280528052806
13,0401,0.04182509505703422
13,0410,0.025848142164781908
13,0441,0.4103671706263499
13,0451,0.1285563751317176
13,0461,0.059782608695652176
13,0481,0.2747826086956522
13,0510,0.03317535545023697
13,0520,0.045779685264663805
13,0521,0.10251046025104603
13,0561,0.07262569832402235
13,0600,0.02564102564102564
13,0641,0.3385416666666667
13,0651,0.1724137931034483
13,0661,0.09587217043941411
13,0671,0.06971153846153846
13,0681,0.05970149253731343
13,0721,0.0593607305936073
13,0761,0.15880322209436135
13,0771,0.17415730337078653
13,0801,0.2718340611353712
13,0831,0.16725978647686832
13,0841,0.0935412026726058
13,0861,0.16610169491525423
13,0881,0.14365671641791045
13,0921,1.0
13,0950,0.05365853658536585
13,0961,0.056179775280898875
13,1000,0.044642857142857144
13,1001,0.1581439393939394
13,1010,0.05945945945945946
13,1014,0.056164383561643834
13,1015,0.06352941176470588
13,1017,0.03231939163498099
13,1020,0.024134312696747113
13,1041,0.10896708286038592
13,1070,1.0
13,1081,0.09750566893424037
13,1121,0.0950479233226837
13,1161,0.17491749174917492
13,1241,0.12224448897795591
13,1281,0.1830238726790451
13,1331,0.11050477489768076
13,1371,0.08168028004667445
13,1401,0.10581222056631892
13,1441,0.1327683615819209
13,1481,0.17137096774193547
13,1521,0.2662192393736018
13,1561,0.14573991031390135
13,1601,0.21138211382113822
13,1641,0.09243697478991597
13,1691,0.11394101876675604
13,1721,0.21681864235055726
13,1761,0.10810810810810811
13,1801,0.09983361064891846
13,1811,0.16631578947368422
13,1841,0.11671087533156499
13,1881,0.09626436781609195
13,1921,0.0782312925170068
13,2001,0.11734028683181226
13,2002,0.022727272727272728
13,2003,0.0423861852433281
13,2012,0.05432098765432099
13,2013,0.03275109170305677
13,2021,0.25206611570247933
13,2031,0.051560379918588875
13,2041,0.07001795332136446
13,2060,0.06493506493506493
13,2081,0.04238921001926782
13,2111,0.2
13,2151,0.11031664964249234
13,2161,0.11848341232227488
13,2181,0.06748466257668712
13,2191,0.07973856209150326
13,2241,0.18687872763419483
13,2261,0.12422360248447205
13,2281,0.0993103448275862
13,2321,0.4721030042918455
13,2331,0.09496567505720824
13,2341,0.22
13,2351,0.1201923076923077
13,2361,0.10110584518167456
13,2371,0.1354420113544201
13,2401,0.06679389312977099
13,2441,0.13504273504273503
13,2501,0.08695652173913043
13,2511,0.21785714285714286
13,2521,0.19148936170212766
13,2541,0.1575875486381323
13,2581,0.056768558951965066
13,2641,0.16468253968253968
13,2651,0.190224570673712
13,2661,0.25761772853185594
13,2701,0.13412408759124086
13,2741,0.04915390813859791
13,2781,0.12006578947368421
13,2801,0.14545454545454545
13,2821,0.1141439205955335
13,2881,0.10103626943005181
13,2891,0.12087912087912088
13,2901,0.11152764761012184
13,2911,0.08745684695051784
13,2941,0.14715719063545152
13,2981,0.12303664921465969
13,3001,0.10714285714285714
13,3002,0.021052631578947368
13,3021,0.07952286282306163
13,3026,0.03611738148984198
13,3030,0.04757281553398058
13,3032,0.10393258426966293
13,3033,0.10260869565217391
13,3034,0.048295454545454544
13,3041,0.11285266457680251
13,3051,0.08923884514435695
13,3061,0.13580246913580246
13,3100,0.045174537987679675
13,3101,0.0299625468164794
13,3111,0.08836206896551724
13,3141,0.08265582655826559
13,3181,0.100169779286927
13,3191,0.02621231979030144
13,3241,0.11320754716981132
13,3261,0.17417783191230207
13,3281,0.08139534883720931
13,3341,0.061313868613138686
13,3381,0.22305764411027568
13,3421,0.1553072625698324
13,3431,0.06060606060606061
13,3501,0.13539651837524178
13,3541,0.13564668769716087
13,3581,0.0958904109589041
13,3600,0.05501618122977346
13,3610,0.08730556949322629
13,3621,0.10283687943262411
13,3661,0.20148148148148148
13,3701,0.07817109144542773
13,3741,0.049440298507462684
13,3781,0.08421052631578947
13,3821,0.0775
13,3861,0.18340611353711792
13,3901,0.08123791102514506
13,3941,0.053784860557768925
13,3981,0.1497005988023952
13,4000,0.04452054794520548
13,4001,0.28354978354978355
13,4002,0.03110047846889952
13,4010,0.02465331278890601
13,4011,0.10887772194304858
13,4021,0.08067226890756303
13,4031,0.11863391252246855
13,4050,0.02178217821782178
13,4061,0.057777777777777775
13,4071,0.3036144578313253
13,4091,0.10687022900763359
13,4121,0.07936507936507936
13,4171,0.13541666666666666
13,4221,0.10130718954248366
13,4241,0.15594855305466238
13,4261,0.11904761904761904
13,4281,0.09230769230769231
13,4301,0.05154639175257732
13,4341,0.13074204946996468
13,4381,0.08862629246676514
13,4391,0.15555555555555556
13,4401,0.11016949152542373
13,4421,0.045
13,4441,0.1491442542787286
13,4461,0.116751269035533
13,4491,0.09124767225325885
13,4501,0.3137254901960784
13,4511,0.2222222222222222
13,4541,0.08250825082508251
13,4581,0.11512717536813923
13,4611,0.10833333333333334
13,4681,0.0735930735930736
13,4691,0.21701602959309493
13,4721,0.13769751693002258
13,4741,0.13449023861171366
13,4761,0.08971962616822429
13,4801,0.0851063829787234
13,4841,0.1410459587955626
13,4881,0.12053571428571429
13,4921,0.10934744268077601
13,4961,0.15137614678899083
13,5001,0.05930232558139535
13,5002,0.05454545454545454
13,5003,0.17729393468118196
13,5005,0.09856262833675565
13,5006,0.06041666666666667
13,5007,0.05387205387205387
13,5008,0.042283298097251586
13,5021,0.15359477124183007
13,5022,0.0398406374501992
13,5025,0.02774108322324967
13,5029,0.06190476190476191
13,5032,0.04008438818565401
13,5041,0.20915032679738563
13,5044,0.051829268292682924
13,5045,0.04431818181818182
13,5047,0.028419182948490232
13,5048,0.02834008097165992
13,5049,0.01795142555438226
13,5051,0.10256410256410256
13,5061,0.1287313432835821
13,5062,0.036231884057971016
13,5081,0.13274336283185842
13,5091,0.04735883424408015
13,5101,0.1133257403189066
13,5121,0.3036529680365297
13,5141,0.05851063829787234
13,5201,0.10215053763440861
13,5241,0.11024643320363164
13,5281,0.1884920634920635
13,5321,0.06234718826405868
13,5361,0.08908685968819599
13,5381,0.12258064516129032
13,5384,0.0626865671641791
13,5401,0.018518518518518517
13,5410,0.031446540880503145
13,5421,0.14038128249566725
13,5431,0.09688581314878893
13,5441,0.1936127744510978
13,5481,0.08828828828828829
13,5521,0.32634032634032634
13,5561,0.24842767295597484
13,5601,0.14081145584725538
13,5641,0.1875
13,5671,0.0667433831990794
13,5711,0.1147227533460803
13,5791,0.07021791767554479
13,5831,0.05420054200542006
13,5861,0.10335917312661498
13,5901,0.19219653179190752
13,5931,0.0635593220338983
13,5951,0.17375231053604437
13,5961,0.10118632240055828
13,5971,0.08357348703170028
13,5981,0.1358839050131926
13,5991,0.2359882005899705
13,6001,0.02725563909774436
13,6004,0.04044117647058824
13,6011,0.19148936170212766
13,6012,0.022321428571428572
13,6013,0.07457627118644068
13,6014,0.0380952380952381
13,6015,0.049707602339181284
13,6018,0.09056603773584905
13,6020,0.055
13,6021,0.08181818181818182
13,6022,0.033073929961089495
13,6023,0.05263157894736842
13,6024,0.03717472118959108
13,6028,0.07333333333333333
13,6030,0.030716723549488054
13,6031,0.19786096256684493
13,6032,0.05116279069767442
13,6033,0.0399529964747356
13,6034,0.0582010582010582
13,6040,0.037606837606837605
13,6041,0.1925754060324826
13,6042,0.05913978494623656
13,6051,0.14049586776859505
13,6052,0.06010230179028133
13,6060,0.06497175141242938
13,6070,0.10367170626349892
13,6081,0.03854389721627409
13,6082,0.05817174515235457
13,6083,0.06493506493506493
13,6091,0.1972972972972973
13,6111,0.26594464500601683
13,6121,0.11683848797250859
13,6161,0.15375
13,6171,0.11400651465798045
13,6211,0.1696969696969697
13,6221,0.13768115942028986
13,6231,0.22527472527472528
13,6241,0.0910010111223458
13,6251,0.2224025974025974
13,6281,0.359375
13,6301,0.08518877057115198
13,6331,0.18854748603351956
13,6351,0.13059701492537312
13,6361,0.2152619589977221
13,6391,0.1393258426966292
13,6411,0.11616161616161616
13,6441,0.14088669950738916
13,6501,0.08225437928408226
13,6521,0.14903846153846154
13,6541,0.08139534883720931
13,6571,0.07639680729760548
13,6591,0.09815950920245399
13,6611,0.12878787878787878
13,6631,0.1021978021978022
13,6681,0.27213822894168466
13,6701,0.1338506304558681
13,6741,0.11174089068825911
13,6751,0.04629080118694362
13,6761,0.19517102615694165
13,6771,0.17753201396973226
13,6781,0.16517857142857142
13,6801,0.21756487025948104
13,6821,0.14756944444444445
13,6841,0.09132770529547199
13,6861,0.12311178247734139
13,6881,0.07692307692307693
13,6901,0.14776951672862454
13,6921,0.11314475873544093
13,6961,0.125
13,7005,0.07920792079207921
13,7008,0.1393643031784841
13,7009,0.02481389578163772
13,7011,0.11940298507462686
13,7015,0.16
13,7016,0.04225352112676056
