District Name,School Name,Lat,Long,Charter Count,Other Count,Charter Total,Other Total
HILLSBOROUGH,WEST UNIVERSITY CHARTER HIGH,28.05290,-82.44289,56,122,287,702
HILLSBOROUGH,WINTHROP CHARTER SCHOOL,27.88948,-82.31770,89,618,1336,4128
HILLSBOROUGH,WOODMONT CHARTER SCHOOL,28.04398,-82.39445,55,232,739,1533
INDIAN RIVER,IMAGINE AT SOUTH VERO,27.61184,-80.45216,89,617,891,3889
INDIAN RIVER,INDIAN RIVER CHARTER HIGH SCHOOL,27.63401,-80.45116,66,211,687,1162
INDIAN RIVER,NORTH COUNTY CHARTER SCHOOL,27.71411,-80.42031,44,240,344,1119
INDIAN RIVER,SEBASTIAN CHARTER JUNIOR HIGH SCHOOL,27.78929,-80.48328,43,849,266,5475
INDIAN RIVER,ST. PETER'S ACADEMY,27.67017,-80.42309,14,627,137,4515
LAKE,ALEE ACADEMY CHARTER SCHOOL,28.87533,-81.66829,40,1444,257,8879
LAKE,ALTOONA SCHOOL,28.96894,-81.64770,52,361,294,2024
LAKE,IMAGINE SCHOOLS AT SOUTH LAKE,28.50080,-81.70382,91,715,1043,4564
LAKE,MASCOTTE ELEMENTARY SCHOOL,28.57237,-81.88571,92,1166,783,7102
LAKE,MINNEOLA ELEMENTARY CONVERSION CHARTER SCHOOL,28.58032,-81.74178,143,754,1312,3583
LAKE,PINECREST LAKES ACADEMY,28.56934,-81.72231,46,743,583,5374
LAKE,ROUND LAKE ELEMENTARY SCHOOL,28.80590,-81.59413,120,605,1080,3984
LAKE,SPRING CREEK CHARTER SCHOOL,28.99542,-81.54306,108,275,608,1686
LEE,ACCELERATION MIDDLE CHARTER SCHOOL,26.65968,-81.84574,13,994,61,8185
LEE,BONITA SPRINGS CHARTER SCHOOL,26.36534,-81.79656,70,416,1299,4224
LEE,CAPE CORAL CHARTER SCHOOL,26.64527,-81.97736,31,604,636,4355
LEE,CHRISTA MCAULIFFE CHARTER ELEMENTARY SCHOOL,26.64646,-82.03248,38,148,786,1151
LEE,CITY OF PALMS CHARTER HIGH SCHOOL,26.60360,-81.85403,24,516,108,3122
LEE,CORONADO HIGH SCHOOL,26.62072,-81.87160,41,530,211,4492
LEE,FLORIDA SOUTHWESTERN COLLEGIATE HIGH SCHOOL,26.55121,-81.88734,0,554,392,4112
LEE,GATEWAY CHARTER ELEMENTARY SCHOOL,26.55289,-81.75768,50,127,1112,1056
LEE,GATEWAY CHARTER HIGH SCHOOL,26.55664,-81.75194,35,107,529,725
LEE,HARLEM HEIGHTS COMMUNITY CHARTER SCHOOL,26.51499,-81.92691,0,299,79,2390
LEE,HERITAGE CHARTER ACADEMY OF CAPE CORAL,26.61328,-81.97416,0,791,173,6093
LEE,ISLAND PARK HIGH SCHOOL,26.50122,-81.85728,49,519,336,3746
LEE,NORTH NICHOLAS HIGH SCHOOL,26.64691,-81.98494,50,336,240,2568
LEE,NORTHERN PALMS CHARTER HIGH SCHOOL,26.66083,-81.88501,29,948,133,7452
LEE,OAK CREEK CHARTER SCHOOL OF BONITA SPRINGS,26.32926,-81.77331,35,735,488,5249
LEE,OASIS CHARTER ELEMENTARY SCHOOL,26.58932,-82.02385,34,123,895,793
LEE,OASIS CHARTER HIGH SCHOOL,26.58648,-82.02209,30,446,701,3715
LEE,OASIS CHARTER MIDDLE SCHOOL,26.58703,-82.02403,48,20,838,264
LEE,PALM ACRES CHARTER HIGH SCHOOL,26.61811,-81.68571,50,3208,258,24258
LEE,SIX MILE CHARTER ACADEMY,26.54124,-81.84422,55,240,951,1901
LEON,GOVERNOR'S CHARTER SCHOOL,30.46561,-84.20537,47,1150,479,8109
LEON,TALLAHASSEE SCHOOL OF MATH & SCIENCES,30.49068,-84.32476,38,745,422,3010
LEON,THE SCHOOL OF ARTS & SCIENCES CENTRE,30.47285,-84.29115,33,2195,307,13861
LEON,THE SCHOOL OF ARTS AND SCIENCE ON THOMASVILLE,30.49141,-84.25586,47,728,446,6479
LEVY,NATURE COAST MIDDLE SCHOOL,29.53243,-82.88552,24,529,85,2743
LEVY,WHISPERING WINDS CHARTER SCHOOL,29.52596,-82.89008,31,712,108,4042
MADISON,JAMES MADISON PREPARATORY HIGH SCHOOL,30.46887,-83.41048,14,680,189,3933
MADISON,MADISON CREATIVE ARTS ACADEMY INC,30.48604,-83.45432,30,485,308,2874
MANATEE,IMAGINE CHARTER AT LAKEWOOD RANCH,27.48227,-82.43686,59,1504,541,11559
MANATEE,IMAGINE CHARTER SCHOOL AT NORTH MANATEE,27.59757,-82.51436,70,445,607,2639
MANATEE,LINCOLN MEMORIAL ACADEMY,27.52755,-82.56202,93,245,468,1005
MANATEE,MANATEE CHARTER SCHOOL,27.45734,-82.52599,46,619,403,4000
MANATEE,MANATEE SCHOOL FOR THE ARTS,27.51740,-82.55024,159,118,2135,516
MANATEE,MANATEE SCHOOL OF ARTS/SCIENCES,27.46758,-82.59488,22,1385,173,7854
MANATEE,PALMETTO CHARTER SCHOOL,27.52859,-82.58441,58,542,364,3423
MANATEE,STATE COLLEGE OF FLORIDA COLLEGIATE SCHOOL,27.43698,-82.58775,13,560,521,3285
MANATEE,TEAM SUCCESS A SCHOOL OF EXCELLENCE,27.48639,-82.55997,52,330,776,1489
MANATEE,VISIBLE MEN ACADEMY,27.42934,-82.55440,15,430,102,2011
MANATEE,WILLIAM MONROE ROWLETT ACADEMY FOR ARTS AND COMMUNICATION,27.46893,-82.55624,129,528,918,3610
MARION,FRANCIS MARION MILITARY ACADEMY,29.10371,-82.05181,24,1248,170,7606
MARION,MARION CHARTER SCHOOL,29.11530,-82.02866,37,578,220,3470
MARION,MCINTOSH AREA SCHOOL,29.44600,-82.22372,0,706,58,4015
MARION,OCALI CHARTER MIDDLE SCHOOL,29.16269,-82.09169,18,3378,141,23080
MARTIN,CLARK ADVANCED LEARNING CENTER,27.13556,-80.22017,14,2293,249,14536
MONROE,BIG PINE ACADEMY,24.66889,-81.36000,13,338,88,1831
MONROE,MAY SANDS MONTESSORI SCHOOL,24.55453,-81.78662,10,414,129,2375
MONROE,OCEAN STUDIES CHARTER,25.00244,-80.53129,11,316,100,2098
MONROE,SIGSBEE CHARTER SCHOOL,24.58030,-81.77364,53,116,545,578
MONROE,SOMERSET ISLAND PREP,24.58435,-81.74498,12,142,40,566
OKALOOSA,COLLEGIATE HIGH SCHOOL AT NORTHWEST FLORIDA STATE COLLEGE,30.53471,-86.47285,0,2861,284,19550
OKALOOSA,LIZA JACKSON PREPARATORY SCHOOL,30.41997,-86.65288,80,1779,848,9882
OKALOOSA,OKALOOSA ACADEMY,30.42639,-86.66575,62,724,249,5647
ORANGE,ACCESS CHARTER,28.55837,-81.30705,141,669,141,5118
ORANGE,ALOMA HIGH CHARTER,28.60410,-81.30567,78,1599,396,13935
ORANGE,ASPIRE ACADEMY CHARTER,28.60888,-81.39481,35,570,122,3422
ORANGE,BRIDGEPREP ACADEMY CHARTER,28.52717,-81.30940,42,287,396,2427
ORANGE,CENTRAL FLORIDA LEADERSHIP ACADEMY CHARTER,28.54900,-81.34699,12,299,213,3165
ORANGE,CHANCERY HIGH CHARTER,28.46459,-81.39527,52,863,388,11022
ORANGE,CORNERSTONE ACADEMY CHARTER,28.47248,-81.36641,73,363,1003,2937
ORANGE,ECON RIVER HIGH CHARTER,28.56329,-81.17471,72,1017,253,8622
ORANGE,HOPE CHARTER,28.59255,-81.56034,29,230,437,2576
ORANGE,INNOVATION MONTESSORI OCOEE,28.56801,-81.57590,27,117,606,881
ORANGE,INNOVATIONS MIDDLE CHARTER,28.57869,-81.47662,44,678,187,4589
ORANGE,KIDS COMMUNITY COLLEGE CHARTER,28.57361,-81.52351,13,503,189,5624
ORANGE,LAKE EOLA CHARTER,28.54423,-81.37711,0,262,212,2832
ORANGE,LEGENDS ACADEMY CHARTER,28.52799,-81.41540,26,224,300,1953
ORANGE,LUCIOUS AND EMMA NIXON ACADEMY CHARTER,28.56644,-81.43172,0,114,116,452
ORANGE,NAP FORD COMMUNITY CHARTER,28.52941,-81.41723,0,226,113,2015
ORANGE,OAKLAND AVENUE CHARTER,28.55476,-81.62183,59,142,537,1449
ORANGE,ORANGE COUNTY PREPARATORY ACADEMY CHARTER,28.59558,-81.23950,28,576,336,4127
ORANGE,ORLANDO SCIENCE ELEMENTARY CHARTER,28.55646,-81.41319,36,28,712,370
ORANGE,ORLANDO SCIENCE MIDDLE HIGH CHARTER,28.57351,-81.41281,37,531,1090,3814
ORANGE,PASSPORT CHARTER,28.52478,-81.32050,25,377,179,2580
ORANGE,PINECREST ACADEMY AVALON,28.50188,-81.15194,0,744,183,8916
ORANGE,PINECREST PREPARATORY CHARTER,28.44225,-81.33840,17,282,239,2594
ORANGE,PRINCETON HOUSE CHARTER,28.60576,-81.39874,140,370,140,2727
ORANGE,PROSPERITAS LEADERSHIP ACADEMY CHARTER,28.49868,-81.39695,18,475,140,4256
ORANGE,RENAISSANCE CHARTER SCHOOL AT CHICKASAW TRAIL,28.55502,-81.27646,136,34,1121,438
ORANGE,RENAISSANCE CHARTER SCHOOL AT GOLDENROD,28.47398,-81.29157,99,492,1097,4746
ORANGE,RENAISSANCE CHARTER SCHOOL AT HUNTERS CREEK,28.36160,-81.42703,52,733,1238,8992
ORANGE,SHEELER HIGH CHARTER,28.67312,-81.49333,36,2754,250,23087
ORANGE,SUNSHINE HIGH CHARTER,28.53814,-81.47369,44,1560,301,17975
ORANGE,UCP DOWNTOWN CHARTER,28.53791,-81.32689,146,0,165,79
ORANGE,UCP EAST CHARTER,28.58000,-81.20059,181,1529,292,11782
ORANGE,UCP PINE HILLS CHARTER,28.57711,-81.45679,93,629,152,6435
ORANGE,UCP TRANSITIONAL LEARNING ACADEMY HIGH CHARTER,28.51007,-81.27234,102,774,102,4830
ORANGE,UCP WEST ORANGE CHARTER,28.54337,-81.58762,119,1382,175,17752
ORANGE,WORKFORCE ADVANTAGE ACADEMY CHARTER,28.53962,-81.35392,40,474,248,4460
OSCEOLA,AVANT GARDE ACADEMY,28.33281,-81.40433,68,143,544,1798
OSCEOLA,BRIDGEPREP ACADEMY OSCEOLA COUNTY,28.15745,-81.47555,15,472,449,2794
OSCEOLA,FLORIDA CYBER CHARTER ACADEMY AT OSCEOLA,28.29897,-81.36214,60,151,1011,964
OSCEOLA,FOUR CORNERS CHARTER SCHOOL,28.29566,-81.65248,48,680,989,6225
OSCEOLA,KISSIMMEE CHARTER ACADEMY,28.33079,-81.37810,49,989,780,9437
OSCEOLA,LINCOLN-MARTI CHARTER SCHOOLS(OSCEOLA CAMPUS),28.30431,-81.35295,0,237,62,2000
OSCEOLA,MAIN STREET HIGH SCHOOL,28.30205,-81.40413,52,111,330,704
OSCEOLA,MATER ACADEMY AT ST CLOUD,28.24969,-81.22963,13,464,90,4114
OSCEOLA,MATER PALMS ACADEMY,28.28675,-81.47126,27,113,549,1531
OSCEOLA,NEW DIMENSIONS HIGH SCHOOL,28.13997,-81.44829,16,606,474,4282
OSCEOLA,P. M. WELLS CHARTER ACADEMY,28.27999,-81.33118,36,405,678,3190
OSCEOLA,RENAISSANCE CHARTER SCHOOL AT BOGGY CREEK,28.34747,-81.26191,37,1388,450,14467
OSCEOLA,RENAISSANCE CHARTER SCHOOL AT POINCIANA,28.25257,-81.48969,65,764,860,5437
OSCEOLA,RENAISSANCE CHARTER SCHOOL AT TAPESTRY,28.31955,-81.44259,72,435,1396,3439
OSCEOLA,SPORTS LEADERSHIP ARTS MANAGEMENT (SLAM),28.29633,-81.36213,0,274,90,2340
OSCEOLA,ST. CLOUD PREPARATORY ACADEMY,28.22928,-81.30564,42,884,527,6171
OSCEOLA,TRADE LOGISTICS AVIATION ACADEMY,28.29497,-81.43743,0,515,110,4099
OSCEOLA,UCP OSCEOLA CHARTER SCHOOL,28.30762,-81.44192,120,48,177,198
PALM BEACH,ACADEMY FOR POSITIVE LEARNING,26.63016,-80.05655,0,967,131,6375
PALM BEACH,BELIEVERS ACADEMY,26.76417,-80.09128,120,313,120,4384
PALM BEACH,BEN GAMLA-PALM BEACH,26.54768,-80.14779,28,996,245,6589
PALM BEACH,BRIGHT FUTURES ACADEMY,26.82830,-80.09288,28,995,211,4697
PALM BEACH,CONNECTIONS EDUCATION CENTER OF THE PALM BEACHES,26.76414,-80.09198,64,45,64,160
PALM BEACH,EVERGLADES PREPARATORY ACADEMY,26.82413,-80.66295,29,1416,101,8089
PALM BEACH,FLORIDA FUTURES ACADEMY NORTH CAMPUS,26.70264,-80.08596,27,124,131,811
PALM BEACH,FRANKLIN ACADEMY - BOYNTON BEACH,26.55917,-80.11453,108,724,1332,2316
PALM BEACH,FRANKLIN ACADEMY CHARTER C,26.86564,-80.12598,54,2355,670,16359
PALM BEACH,G-STAR SCHOOL OF THE ARTS,26.64658,-80.08595,97,408,855,2793
PALM BEACH,GARDENS SCHOOL OF TECHNOLOGY ARTS INC,26.81106,-80.09702,44,284,360,1562
PALM BEACH,"GLADES ACADEMY, INC",26.85727,-80.63476,42,81,279,313
PALM BEACH,IMAGINE SCHOOLS CHANCELLOR CAMPUS,26.56199,-80.07581,147,130,1035,788
PALM BEACH,INLET GROVE COMMUNITY HIGH SCHOOL,26.78788,-80.06493,58,367,750,2711
PALM BEACH,"MONTESSORI ACADEMYOF EARLY ENRICHMENT, INC",26.61856,-80.14336,46,1744,182,12364
PALM BEACH,PALM BEACH MARITIME ACADEMY,26.64520,-80.05627,120,448,877,3040
PALM BEACH,PALM BEACH MARITIME ACADEMY HIGH SCHOOL,26.58022,-80.05431,40,514,187,2273
PALM BEACH,PALM BEACH PREPARATORY CHARTER ACADEMY,26.62448,-80.08972,76,116,433,846
PALM BEACH,PALM BEACH SCHOOL FOR AUTISM,26.58972,-80.18080,331,393,332,2359
PALM BEACH,QUANTUM HIGH SCHOOL,26.54983,-80.07971,64,181,313,1177
PALM BEACH,RENAISSANCE CHARTER SCHOOL AT CENTRAL PALM,26.57623,-80.11265,73,898,889,5043
PALM BEACH,RENAISSANCE CHARTER SCHOOL AT CYPRESS,26.70908,-80.17144,44,874,677,4270
PALM BEACH,RENAISSANCE CHARTER SCHOOL AT PALMS WEST,26.68348,-80.24839,102,2398,567,14109
PALM BEACH,RENAISSANCE CHARTER SCHOOL AT SUMMIT,26.66740,-80.07209,101,348,1037,1743
PALM BEACH,RENAISSANCE CHARTER SCHOOL AT WELLINGTON,26.62967,-80.20426,43,1265,497,8134
PALM BEACH,RENAISSANCE CHARTER SCHOOL AT WEST PALM BEACH,26.71865,-80.09108,98,484,994,1575
PALM BEACH,SEAGULL ACADEMY,26.76931,-80.10731,40,500,40,3031
PALM BEACH,SLAM BOCA,26.34139,-80.21039,24,2461,236,17586
PALM BEACH,SOMERSET ACADEMY BOCA EAST,26.34570,-80.09447,32,1629,358,13441
PALM BEACH,SOMERSET ACADEMY CANYONS HIGH SCHOOL,26.52886,-80.19596,58,290,787,1749
PALM BEACH,SOMERSET ACADEMY JFK CHARTER SCHOOL,26.60747,-80.09626,72,183,520,1114
PALM BEACH,SOMERSET ACADEMY LAKES,26.66637,-80.08551,31,434,235,2629
PALM BEACH,SOUTH TECH ACADEMY,26.49623,-80.08434,209,477,1095,2859
PALM BEACH,SOUTH TECH PREPARATORY ACADEMY,26.54771,-80.08388,92,529,544,2839
PALM BEACH,THE LEARNING ACADEMY AT THE ELS CENTER OF EXCELLENCE,26.69660,-80.08579,109,101,109,652
PALM BEACH,TOUSSAINT L'OUVERTURE HIGH,26.45526,-80.08629,0,1042,104,7461
PALM BEACH,UNIVERSITY PREPARATORY ACADEMY PALM BEACH,26.73095,-80.06737,28,682,285,4750
PALM BEACH,WESTERN ACADEMY CHARTER SCHOOL,26.68271,-80.22880,54,904,523,5486
PALM BEACH,WORTHINGTON HIGH SCHOOL,26.69642,-80.07693,36,165,222,1939
PASCO,ACADEMY AT THE FARM,28.29607,-82.25076,61,2594,588,15924
PASCO,ATHENIAN ACADEMY OF TECHNOLOGY AND THE ARTS,28.20435,-82.69346,24,301,359,1651
PASCO,CLASSICAL PREPARATORY SCHOOL,28.34324,-82.54023,83,307,836,1742
PASCO,COUNTRYSIDE MONTESSORI ACADEMY,28.24224,-82.45793,22,998,344,7077
PASCO,DAYSPRING ACADEMY,28.31535,-82.66723,54,1474,779,7598
PASCO,IMAGINE SCHOOL AT LAND O' LAKES,28.20084,-82.50455,53,621,803,4868
PASCO,LEARNING LODGE ACADEMY,28.27271,-82.71761,53,640,218,2809
PASCO,PASCO MYCROSCHOOL,28.21097,-82.74139,11,1258,96,7116
PASCO,PEPIN ACADEMIES OF PASCO COUNTY,28.29857,-82.67186,323,911,323,5562
PASCO,PLATO ACADEMY TRINITY CHARTER SCHOOL,28.21645,-82.66868,18,1031,260,6972
PASCO,UNION PARK CHARTER ACADEMY,28.18517,-82.27319,48,2207,610,16161
PINELLAS,ACADEMIE DA VINCI CHARTER SCHOOL,28.01663,-82.76385,22,278,355,1594
PINELLAS,ALFRED ADLER ELEMENTARY SCHOOL,27.80688,-82.69445,11,1292,91,8366
PINELLAS,DISCOVERY ACADEMY OF SCIENCE,28.02244,-82.77211,18,295,460,2191
PINELLAS,ENTERPRISE CHARTER HIGH SCHOOL,28.01078,-82.71021,62,1225,401,7195
PINELLAS,PINELLAS ACADEMY OF MATH AND SCIENCE,27.93277,-82.77386,41,561,812,4230
PINELLAS,PINELLAS MYCROSCHOOL OF INTEGRATED ACADEMICS AND TECHNOLOGIES (MYCROSCHOOL PINELLAS),27.76760,-82.64581,19,1720,149,13758
PINELLAS,PINELLAS PREPARATORY ACADEMY,27.89557,-82.74730,37,368,440,1960
PINELLAS,PLATO ACADEMY CHARTER SCHOOL TARPON SPRINGS,28.15120,-82.70542,26,682,363,6866
PINELLAS,PLATO ACADEMY CLEARWATER,27.97432,-82.75302,33,1205,479,7094
PINELLAS,PLATO ACADEMY LARGO CHARTER SCHOOL,27.90083,-82.73654,25,576,361,4596
PINELLAS,PLATO ACADEMY OF ST.PETERSBURG,27.80746,-82.75314,34,775,382,5428
PINELLAS,PLATO ACADEMY PALM HARBOR CHARTER SCHOOL,28.04913,-82.75692,18,859,362,8401
PINELLAS,PLATO ACADEMY PINELLAS PARK CHARTER SCHOOL,27.85591,-82.70074,33,845,434,3652
PINELLAS,PLATO SEMINOLE,27.88692,-82.79053,25,1581,363,12071
PINELLAS,ST. PETERSBURG COLLEGIATE HIGH SCHOOL,27.77765,-82.72945,0,729,245,5825
POLK,BERKLEY ACCELERATED MIDDLE SCHOOL,28.14207,-81.82135,18,75,478,506
POLK,BERKLEY ELEMENTARY SCHOOL,28.14045,-81.82015,52,322,696,1983
POLK,BOK ACADEMY,27.82645,-81.59669,43,112,600,944
POLK,CHAIN OF LAKES COLLEGIATE HIGH,28.03242,-81.71455,0,314,313,3385
POLK,COMPASS MIDDLE CHARTER SCHOOL,27.87956,-81.84019,34,1957,123,12819
POLK,CYPRESS JUNCTION MONTESSORI,28.01996,-81.73188,13,555,193,4414
POLK,DALE R FAIR BABSON PARK ELEMENTARY,27.83225,-81.52692,59,1711,469,11180
POLK,DISCOVERY ACADEMY OF LAKE ALFRED,28.10830,-81.72908,67,289,968,1370
POLK,DISCOVERY HIGH SCHOOL,28.11014,-81.72299,48,623,682,6045
POLK,HARTRIDGE ACADEMY,28.07038,-81.74696,19,516,212,3818
POLK,JANIE HOWARD WILSON SCHOOL,27.91836,-81.59401,69,297,409,1002
POLK,LAKE WALES SENIOR HIGH SCHOOL,27.91638,-81.58034,139,105,1571,986
POLK,LAKELAND MONTESSORI MIDDLE SCHOOL,28.03732,-81.94817,0,611,60,4449
POLK,LAKELAND MONTESSORI SCHOOL HOUSE,28.05819,-81.94129,0,946,116,5950
POLK,LANGUAGE & LITERACY ACADEMY FOR LEARNING,28.01796,-81.72359,171,680,187,5702
POLK,MAGNOLIA MONTESSORI ACADEMY,28.02287,-81.93246,0,682,98,4560
POLK,MCKEEL ACADEMY OF TECHNOLOGY,28.05035,-81.98386,67,1399,1522,9465
POLK,MCKEEL ELEMENTARY ACADEMY,28.04825,-81.95666,23,150,621,2786
POLK,NEW BEGINNINGS HIGH SCHOOL,28.05802,-81.73423,117,228,773,1323
POLK,POLK AVENUE ELEMENTARY SCHOOL,27.89613,-81.58815,70,112,516,672
POLK,POLK STATE COLLEGE COLLEGIATE HIGH SCHOOL,27.99663,-81.89150,0,623,328,5022
POLK,POLK STATE LAKELAND GATEWAY TO COLLEGE CHARTER HIGH SCHOOL,27.99678,-81.88935,0,280,232,1762
POLK,RIDGEVIEW GLOBAL STUDIES ACADEMY,28.24667,-81.64654,131,649,1260,6634
POLK,SOUTH MCKEEL ACADEMY,28.01194,-81.91480,49,533,1251,3474
POLK,VICTORY RIDGE ACADEMY,27.91366,-81.58223,253,112,256,646
PUTNAM,PUTNAM ACADEMY OF ARTS AND SCIENCES,29.64562,-81.66290,17,318,198,2091
PUTNAM,PUTNAM EDGE HIGH SCHOOL,29.64093,-81.64963,26,1135,99,5051
PUTNAM,THE CHILDREN'S READING CENTER,29.64462,-81.70377,34,885,246,3872
ST. JOHNS,ST. AUGUSTINE PUBLIC MONTESSORI SCHOOL (SAPMS),29.90742,-81.31858,23,2795,167,13549
ST. LUCIE,RENAISSANCE CHARTER SCHOOL AT TRADITION,27.26562,-80.45852,101,200,1145,841
ST. LUCIE,RENAISSANCE CHARTER SCHOOL OF ST. LUCIE,27.32163,-80.37673,79,2418,1290,17503
ST. LUCIE,SOMERSET ACADEMY ST. LUCIE,27.21423,-80.37387,37,1167,468,8736
ST. LUCIE,SOMERSET COLLEGE PREPARATORY ACADEMY,27.33688,-80.39801,48,1784,850,14149
SANTA ROSA,LEARNING ACADEMY OF SANTA ROSA,30.64855,-87.04436,39,2284,141,14191
SARASOTA,IMAGINE SCHOOL AT NORTH PORT,27.08889,-82.15621,116,2683,1186,15651
SARASOTA,IMAGINE SCHOOL AT PALMER RANCH,27.26337,-82.48197,71,953,502,8622
SARASOTA,ISLAND VILLAGE MONTESSORI SCHOOL,27.12444,-82.41771,94,208,662,1181
SARASOTA,SARASOTA ACADEMY OF THE ARTS,27.33738,-82.47822,27,743,229,3416
SARASOTA,SARASOTA MILITARY ACADEMY,27.34358,-82.53906,200,564,1378,2650
SARASOTA,SARASOTA SCHOOL OF ARTS/SCIENCES,27.34200,-82.54297,98,77,750,612
SARASOTA,SARASOTA SUNCOAST ACADEMY,27.26091,-82.41125,78,401,670,924
SARASOTA,SKY ACADEMY ENGLEWOOD,26.96347,-82.33248,40,611,280,3408
SARASOTA,SKY ACADEMY VENICE,27.08067,-82.39996,18,346,166,2108
SARASOTA,STUDENT LEADERSHIP ACADEMY,27.08144,-82.44187,33,355,253,2808
SARASOTA,SUNCOAST SCHOOL FOR INNOVATIVE STUDIES,27.32754,-82.52545,58,921,375,5664
SEMINOLE,CHOICES IN LEARNING CHARTER,28.70584,-81.27136,72,1472,698,10530
SEMINOLE,GALILEO SCHOOL FOR GIFTED LEARNING,28.81371,-81.31921,93,1736,586,12156
SEMINOLE,SEMINOLE SCIENCE CHARTER SCHOOL,28.73391,-81.30688,25,1510,514,8865
SEMINOLE,UCP SEMINOLE CHILD DEVELOPMENT,28.75771,-81.35127,102,1176,138,8399
SUMTER,VILLAGES CHARTER SCHOOL,28.92301,-82.02009,274,1867,3215,10725
VOLUSIA,BURNS SCIENCE AND TECHNOLOGY CHARTER SCHOOL,28.86723,-80.85153,35,296,452,1423
VOLUSIA,IVY HAWN CHARTER SCHOOL OF THE ARTS,28.97640,-81.23065,99,3350,948,17580
VOLUSIA,RICHARD MILBURN ACADEMY,29.21894,-81.04927,73,1563,294,9742
VOLUSIA,SAMSULA ACADEMY,29.02257,-81.05155,39,1506,242,10009
VOLUSIA,THE CHILES ACADEMY,29.21384,-81.03988,15,1616,166,9281
VOLUSIA,THE READING EDGE ACADEMY,28.89518,-81.28277,38,1987,294,10696
WAKULLA,WAKULLA COAST CHARTER SCHOOL OF ARTS SCIENCE & TECHNOLOGY,30.16149,-84.20807,24,914,141,5193
WALTON,SEASIDE NEIGHBORHOOD SCHOOL,30.32088,-86.13843,14,478,357,4735
WALTON,"WALTON ACADEMY, INC.",30.72098,-86.09559,27,1330,177,8891
